因子名称,因子族,IC均值,ICIR年化,PSI,IC半衰期,最大相关性,添加日期,状态
turnover_roc_5d,量价微结构,-0.04137291566919471,-4.264383411302123,0.3370364976710413,15.0,0.16529550265130935,2025-12-05T11:27:48.950166,active
turnover_roc_20d,量价微结构,-0.0339950915141614,-3.373578920586494,0.18540802418261948,5.0,0.23032884098283096,2025-12-05T11:27:48.964637,active
turnover_mean_5d,量价微结构,-0.02523909377508179,-2.767893092646493,0.39734745581765046,20.0,0.3569699312165675,2025-12-05T11:27:48.948160,active
hl_range_mean_5d,风格/质量,-0.019066679929445815,-2.0872715490351754,0.0881937962209048,11.0,0.7556605264710983,2025-12-05T11:27:49.044418,active
roc_60d,动量/反转,-0.013695158275682103,-1.4421703692424392,0.14738543564702988,20.0,0.7513260857526147,2025-12-05T11:27:48.990412,active
price_to_sma_10d,动量/反转,-0.009408801974774266,-1.0651006966613492,0.2607534908192449,6.0,0.7694528929037063,2025-12-05T11:27:49.003855,active
roc_10d,动量/反转,-0.008036831269582217,-0.8526749640781518,0.05979192407995462,20.0,0.0,2025-12-05T11:27:48.976952,active
parkinson_vol_20d,波动率,-0.007034781439190155,-0.7969022607834717,0.004786542496434083,3.0,0.05055915442972715,2025-12-05T11:27:49.030478,active
realized_vol_60d,波动率,-0.006425807166514531,-0.6988322286006476,0.7499875145549237,3.0,0.14318074341733025,2025-12-05T11:27:49.016254,active
